date,nea,nea_subsidiary,ipp,import,total_energy_available,energy_export,inps_demand,energy_interruption,generation_deficit,energy_requirement,net_exchange_with_india
2022/09/15,9482,12503,18521,11,40517,9316,31201,0,0,31201,0
2022/09/26,9302,12852,20023,264,42441,8913,33528,0,0,33528,0
2022/09/11,10073,12887,19842,788,43589,8736,34853,0,0,34853,0
2022/09/18,6837,12141,19040,147,38164,8295,29870,0,0,29870,0
2022/09/17,6682,3948,17978,79,28687,5323,23364,260,0,23624,0
2022/09/22,10449,12511,18867,385,42211,8607,33605,0,0,33605,0
2022/09/10,8996,12557,19032,817,41403,9598,31805,8,0,31813,0
2022/09/05,10574,12864,19561,173,43172,8547,34625,10,0,34635,0
2022/09/30,9840,12919,20282,399,43440,9850,33590,60,0,33650,0
2022/09/19,9140,12891,19051,192,41274,9964,31310,15,0,31325,0
2022/09/20,9828,12836,18965,346,41975,7741,34234,140,0,34374,0
2022/09/16,8752,12337,17834,27,38950,9943,29007,190,0,29197,0
2022/09/12,10341,12889,19251,421,42902,8477,34425,0,0,34425,0
2022/09/07,11012,12479,18917,418,42826,8117,34709,480,0,35189,0
2022/09/14,10007,12688,19236,152,42083,9037,33046,0,0,33046,0
2022/09/27,8873,12618,18995,685,41170,8387,32783,230,0,33013,0
2022/10/07,5104,11650,15490,58,32302,9577,22725,0,0,22725,0
2022/09/21,10271,12860,17984,369,41484,8983,32501,0,0,32501,0
2022/10/04,5380,9309,18012,256,32957,9918,23039,0,0,23039,0
2022/10/06,4108,9973,17135,88,31304,9012,22292,20,0,22312,0
2022/10/09,7208,12862,16352,10,36432,9778,26654,10,0,26664,0
2022/09/24,9369,12909,19072,109,41459,8522,32937,0,0,32937,0
2022/09/06,10325,12791,19119,688,42923.519,8646,34278,200,0,34478,0
2022/10/02,9156,12054,20203,68,41481,9879,31602,80,0,31682,0
2022/10/03,7337,11172,18874,67,37449,10080,27369,0,0,27369,0
2022/09/28,10440,12914,20572,409,44335,7972,36362,0,0,36362,0
2022/09/08,10881,12729,18668,496,42774,7668,35106,0,0,35106,0
2022/09/13,9851,12748,19441,342,42382,10075,32308,15,0,32323,0
2022/09/09,9302,12732,18891,1047,41972,8285,33687,0,0,33687,0
2022/10/05,4364,9218,16641,81,30305,9770,20535,40,0,20575,0
2022/10/08,5708,12788,15229,40,33765,9778,23987,0,0,23987,0
2022/09/29,10219,12859,20114,614,43806,9086,34719,0,0,34719,0
2022/10/01,10050,12768,19267,0,42085,9400,32685,0,0,32685,0
2022/09/25,9609,12802,19556,102,42070,9871,32199,0,0,32199,0
2022/09/23,9727,12453,19428,283,41891,7629,34262,280,0,34542,0
2022/10/10,6764,12644,17034,101,36544,10180,26364,20,0,26384,0
2022/10/11,6215,12723,16933,92,35963,8600,27363,50,0,27413,0
2022/10/13,6942,12375,18638,105,38061,9387,28674,0,0,28674,-9282
2022/10/14,7086,12385,18727,133,38331,8345,29987,0,0,29987,-8211
2022/10/15,6814,12383,17623,104,36923,9653,27270,0,0,27270,-9549
2022/10/16,6711,11943,18030,310,36993,9966,27028,80,0,27108,-9656
2022/10/17,7103,10674,19471,151,37398,8003,29395,0,0,29395,-7852
2022/10/18,6567,10929,18462,133,36091,9225,26866,0,0,26866,-9092
2022/10/19,7185,10314,18254,70,35824,7928,27896,30,0,27926,-7858
2022/10/20,7750,10165,18257,60,36232,9303,26929,0,0,26929,-9243
2022/10/21,7359,9852,18660,42,35913,8602,27311,0,0,27311,-8560
2022/10/22,8044,9828,16785,21,34678,9260,25417,0,0,25417,-9240
2022/10/23,8603,9750,17261,0,35614,8926,26688,0,0,26688,-8926
2022/10/24,9401,7816,15376,0,32593,9602,22991,0,0,22991,-9602
2022/10/25,8147,1912,16776,10,26846,5872,20973,0,0,20973,-5862
2022/10/26,8480,1888,16266,12,26647,5890,20756,100,0,20856,-5878
2022/10/27,7689,1870,15646,31,25236,5626,19610,300,0,19910,-5595
2022/10/28,8228,1868,16350,17,26462,5389,21072,100,0,21172,-5373
2022/10/29,7965,1833,15832,14,25644,5459,20185,100,0,20285,-5445
2022/10/30,8441,1943,16008,0,26392,6151,20241,0,0,20241,-6151
2022/10/31,8502,1919,16246,0,26668,7507,19161,0,0,19161,-7507
2022/11/01,8462,1962,16404,0,26828,5011,21817,0,0,21817,-5011
2022/11/02,8818,1909,16380,0,27107,3170,23937,20,0,23957,-3170
2022/11/03,9191,1977,16434,44,27645,2704,24941,20,0,24961,-2660
2022/11/04,9389,3891,15960,0,29240,3796,25444,0,0,25444,-3796
2022/11/05,8498,8350,15650,0,32498,8425,24073,0,0,24073,-8425
2022/11/06,8485,8009,15870,0,32365,7603,24762,0,0,24762,-7603
2022/11/07,8986,7031,16450,0,32468,6350,26118,0,0,26118,-6350
2022/11/08,9201,7337,16257,0,32795,7835,24960,0,0,24960,-7835
2022/11/09,9291,7150,15514,0,31955,7311,24644,0,0,24644,-7311
2022/11/10,9337,7422,15317,0,32076,6467,25609,0,0,25609,-6467
2022/11/11,9424,7438,15708,0,32570,7066,25505,0,0,25505,-7066
2022/11/12,8359,7456,15332,0,31147,7693,23454,0,0,23454,-7693
2022/11/13,9467,7193,14959,0,31619,7518,24101,0,0,24101,-7518
2022/11/14,9668,6987,14808,15,31479,6266,25213,50,0,25263,-6251
2022/11/15,9317,6866,14356,18,30556,5248,25308,100,0,25408,-5231
2022/11/16,9512,6834,14029,33,30408,5049,25359,0,0,25359,-5016
2022/11/17,9781,6608,14519,0,30908,5264,25645,0,0,25645,-5264
2022/11/18,9408,6155,15252,0,30815,5011,25804,0,0,25804,-5011
2022/11/19,9240,6986,14839,0,31066,7330,23735,0,0,23735,-7330
2022/11/20,8937,6354,13225,0,28516,9580,18936,0,0,18936,-9580
2022/11/21,8799,6313,14817,0,29930,7620,22310,0,0,22310,-7620
2022/11/22,9367,6177,14768,0,30312,4985,25327,0,0,25327,-4985
2022/11/23,9465,5980,14857,0,30302,4434,25868,0,0,25868,-4434
2022/11/24,9135,6228,14991,0,30355,3856,26498,0,0,26498,-3856
2022/11/25,9236,6015,14876,0,30127,3832,26294,0,0,26294,-3832
2022/11/26,8957,5829,14637,0,29424,3907,25518,0,0,25518,-3907
2022/11/27,9062,5139,14352,0,28554,2515,26038,0,0,26038,-2515
2022/11/28,9085,6160,14095,0,29340,2980,26360,0,0,26360,-2980
2022/11/29,9301,5979,14397,0,29676,3168,26508,0,0,26508,-3168
2022/11/30,9490,5882,14166,12,29549,2118,27431,25,0,27456,-2107
2022/12/1,8842,5465,14207,155,28669,2196,26473,0,0,26473,-2041
2022/12/2,9215,5367,14171,313,29066,2460,26606,550,0,27156,-2147
2022/12/3,8831,5710,13948,269,28758,2940,25818,0,0,25818,-2671
2022/12/4,9198,5440,13902,403,28944,2138,26806,0,0,26806,-1735
2022/12/5,9654,5325,13687,332,28997,1881,27116,370,0,27486,-1549
2022/12/6,9619,5128,13794,467,29008,1014,27994,0,0,27994,-546
2022/12/7,8286,4913,13586,1594,28379,983,27396,0,0,27396,611
2022/12/8,7905,4846,13565,1605,27920,1039,26880,0,0,26880,565
2022/12/9,8295,4719,13512,1712,28238,1060,27178,0,0,27178,652
2022/12/10,8507,5274,13226,516,27523,1437,26086,0,0,26086,-921
2022/12/11,8783,5439,12898,1072,28191,1262,26929,0,0,26929,-190
2022/12/12,8842,4970,13393,1834,29039,944,28095,0,0,28095,889
2022/12/13,9016,4822,13452,1969,29259,661,28597,0,0,28597,1307
2022/12/14,8255,4765,13362,3105,29487,680,28807,25,0,28832,2425
2022/12/15,8394,4652,12997,3329,29373,506,28867,45,0,28912,2823
2022/12/16,8622,4795,12840,3218,29474,297,29178,0,0,29178,2921
2022/12/17,7874,4443,12740,2316,27372,90,27282,223,0,27505,2226
2022/12/18,8173,4772,12745,2916,28606,169,28437,75,0,28512,2747
2022/12/19,7880,4535,12651,4477,29543,35,29509,45,0,29554,4443
2022/12/20,8095,4329,12501,4382,29307,0,29307,30,0,29337,4382
2022/12/21,7915,4553,12453,4109,29031,0,29031,0,0,29031,4109
2022/12/22,8502,4573,12265,4690,30030,0,30030,115,0,30145,4690
2022/12/23,8167,4362,12106,5529,30164,0,30164,110,0,30274,5529
2022/12/24,7603,4242,12238,4068,28151,0,28151,40,0,28191,4068
2022/12/25,7304,4024,11993,5977,29299,0,29299,0,0,29299,5977
2022/12/26,7888,4274,11798,5164,29124,0,29124,120,0,29244,5164
2022/12/27,7830,4107,11720,5818,29475,0,29475,60,0,29535,5818
2022/12/28,8124,4043,11710,6332,30209,0,30209,675,0,30884,6332
2022/12/29,8076,4093,11624,6949,30742,0,30742,320,0,31062,6949
2022/12/30,8007,4038,11596,7207,30848,0,30848,110,0,30958,7207
2022/12/31,7227,4053,11580,6932,29792,0,29792,0,0,29792,6932
2023/01/1,7575,3858,11537,7817,30787,0,30787,0,0,30787,7817
2023/01/2,8172,4209,11308,8797,32487,0,32487,120,0,32607,8797
2023/01/3,8007,3869,11087,8622,31585,0,31585,520,0,32105,8622
2023/01/4,8088,3721,11093,8460,31361,0,31361,885,0,32246,8460
2023/01/5,7870,3745,11018,9327,31960,0,31960,815,0,32775,9327
2023/01/6,7820,3747,10731,8960,31259,0,31259,820,0,32079,8960
2023/01/7,7055,3699,10707,7593,29055,0,29055,705,0,29760,7593
2023/01/8,7682,2899,10510,10672,31763,0,31763,350,0,32113,10672
2023/01/9,7006,3937,10400,9274,30617,0,30617,1050,0,31667,9274
2023/01/10,7933,3546,10379,8539,30397,0,30397,1250,0,31647,8539
2023/01/11,7856,4236,10294,7766,30152,0,30152,2358,0,32510,7766
2023/01/12,7602,3320,10265,8092,29278,0,29278,2455,0,31733,8092
2023/01/13,6984,3538,10101,10538,31161,0,31161,1355,0,32516,10538
2023/01/14,5962,3270,9972,8340,27544,0,27544,1310,0,28854,8340
2023/01/15,5679,3049,9885,10033,28646,0,28646,250,0,28896,10033
2023/01/16,6451,3440,9879,9371,29140,0,29140,985,0,30125,9371
2023/01/17,6784,3460,9748,10270,30261,0,30261,1090,0,31351,10270
2023/01/18,6422,3159,9624,10794,30000,0,30000,1350,0,31350,10794
2023/01/19,6603,3195,9609,10694,30101,0,30101,1360,0,31461,10694
2023/01/20,6633,3559,9464,10478,30134,0,30134,1390,0,31524,10478
2023/01/21,5912,3931,9314,9290,28448,0,28448,850,0,29298,9290
2023/01/22,6395,2959,9345,10431,29129,0,29129,1160,0,30289,10431
2023/01/23,6257,3582,9194,10534,29567,0,29567,1160,0,30727,10534
2023/01/24,6086,2981,9136,11360,29562,0,29562,1285,0,30847,11360
2023/01/25,6003,3135,9248,10234,28621,0,28621,950,0,29571,10234
2023/01/26,5934,2910,9187,10787,28817,0,28817,1000,0,29817,10787
2023/01/27,6088,2804,8987,10964,28842,0,28842,900,0,29742,10964
2023/01/28,5249,2768,8752,10308,27077,0,27077,300,0,27377,10308
2023/01/29,5925,3044,8884,10930,28783,0,28783,1025,0,29808,10930
2023/01/30,5888,3456,8637,10358,28338,0,28338,1505,0,29843,10358
2023/01/31,6021,3072,8699,10454,28246,0,28246,1300,0,29546,10454
2023/02/01,6270,3328,8656,10338,28592,0,28592,1045,0,29637,10338
2023/02/02,5784,3323,8538,10080,27725,0,27725,1180,0,28905,10080
2023/02/03,5796,2933,8565,11209,28503,0,28503,1440,0,29943,11209
2023/02/04,5650,2744,8177,10533,27104,0,27104,550,0,27654,10533
2023/02/05,5673,2955,8294,11322,28243,0,28243,1215,0,29458,11322
2023/02/06,5914,3136,8315,11380,28745,0,28745,920,0,29665,11380
2023/02/07,6012,3047,8182,12040,29280,0,29280,1026,0,30306,12040
2023/02/08,5984,3097,8168,11395,28643,0,28643,1330,0,29973,11395
2023/02/09,6087,2813,8185,11496,28581,0,28581,1130,0,29711,11496
2023/02/10,5994,3006,8178,10759,27938,0,27938,1180,0,29118,10759
2023/02/11,5314,2684,8233,11067,27298,0,27298,945,0,28243,11067
2023/02/12,5871,2105,8372,12079,28428,0,28428,1105,0,29533,12079
2023/02/13,5954,3449,8532,11136,29070,0,29070,830,0,29900,11136
2023/02/14,6023,2782,8916,12109,29831,0,29831,1245,0,31076,12109
2023/02/15,5923,2667,9180,10932,28703,0,28703,1060,0,29763,10932
2023/02/16,6252,3149,9153,10370,28924,0,28924,1025,0,29949,10370
2023/02/17,5602,3320,9100,10607,28628,0,28628,1515,0,30143,10607
2023/02/18,5021,2762,9124,8201,25109,0,25109,1285,0,26394,8201
2023/02/19,5641,2059,9346,9599,26646,0,26646,1200,0,27846,9599
2023/02/20,5789,3357,9127,9577,27850,0,27850,1675,0,29525,9577
2023/02/21,5936,3164,9386,9306,27791,0,27791,1915,0,29706,9306
2023/02/22,5772,2639,9176,10200,27788,0,27788,1980,0,29768,10200
2023/02/23,5657,3025,9068,10727,28477,0,28477,2075,0,30552,10727
2023/02/24,6082,2855,8960,9740,27637,0,27637,1980,0,29617,9740
2023/02/25,5517,2609,8907,10282,27316,0,27316,1800,0,29116,10282
2023/02/26,5544,2549,8903,10306,27303,0,27303,2185,0,29488,10306
2023/02/27,5565,2904,9350,7987,25805,0,25805,3250,0,29055,7987
2023/02/28,5902,2605,9023,9097,26627,0,26627,3620,0,30247,9097
2023/03/01,5033,2836,8936,11742,28547,0,28547,2000,0,30547,11742
2023/03/02,4949,2454,9085,13224,29712,0,29712,1905,0,31617,13224
2023/03/03,4954,2601,9004,12436,28995,0,28995,2050,0,31045,12436
2023/03/04,4259,2333,9169,11225,26987,0,26987,1950,0,28937,11225
2023/03/05,4564,2880,8792,11963,28199,0,28199,1950,0,30149,11963
2023/03/06,5264,3160,8699,8914,26035,0,26035,1750,0,27785,8914
2023/03/07,4697,2456,8596,7000,22749,0,22749,0,0,22749,7000
2023/03/08,3864,2347,8576,7669,22456,0,22456,0,0,22456,7669
2023/03/09,4417,2421,8867,11605,27311,0,27311,350,0,27661,11605
2023/03/10,5001,3178,7915,11681,27775,0,27775,1550,0,29325,11681
2023/03/11,4478,2700,8285,11126,26588,0,26588,1550,0,28138,11126
2023/03/12,5105,2403,8260,12822,28589,0,28589,950,0,29539,12822
2023/03/13,4753,2551,8290,13216,28810,0,28810,1960,0,30770,13216
2023/03/14,4682,2393,8350,13672,29097,0,29097,1985,0,31082,13672
2023/03/15,4626,2558,8590,12354,28127,0,28127,2000,0,30127,12354
2023/03/16,4755,2586,8592,13443,29376,0,29376,1785,0,31161,13443
2023/03/17,4599,2522,8931,12557,28609,0,28609,2100,0,30709,12557
2023/03/18,4046,2164,9308,12521,28039,0,28039,1600,0,29639,12521
2023/03/19,4484,2339,9469,10250,26542,0,26542,1100,0,27642,10250
2023/03/20,4422,3019,9421,10576,27439,0,27439,1400,0,28839,10576
2023/03/21,4381,2546,11410,9262,27599,0,27599,825,0,28424,9262
2023/03/22,5639,2941,10087,8559,27227,0,27227,800,0,28027,8559
2023/03/23,5185,2923,9446,11108,28661,0,28661,700,0,29361,11108
2023/03/24,5307,2859,9450,11310,28927,0,28927,1180,0,30107,11310
2023/03/25,6014,2859,9468,9639,27981,0,27981,570,0,28551,9639
2023/03/26,6582,2698,8805,11278,29363,0,29363,645,0,30008,11278
2023/03/27,6576,2557,8326,11936,29395,0,29395,1350,0,30745,11936
2023/03/28,6935,2616,8230,11562,29343,0,29343,1155,0,30498,11562
2023/03/29,5837,2131,8799,12483,29251,0,29251,1455,0,30706,12483
2023/03/30,6845,2260,8613,12518,30236,0,30236,1380,0,31616,12518
2023/03/31,5555,1888,9708,11459,28611,0,28611,665,0,29276,11459
2023/04/01,6050,4083,11434,4141,25709,0,25709,730,0,26439,4141
2023/04/02,5605,2081,11442,9401,28528,0,28528,460,0,28988,9401
2023/04/03,5876,2619,11313,9630,29438,0,29438,950,0,30388,9630
2023/04/04,5845,3250,11350,10441,30886,0,30886,1055,0,31941,10441
2023/04/06,6789,2550,10070,11110,30519,0,30519,1070,0,31589,11110
2023/04/07,7374,2861,9479,11096,30810,0,30810,1210,0,32020,11096
2023/04/08,6572,2587,9357,10757,29273,0,29273,1360,0,30633,10757
2023/04/09,7366,2586,9197,12269,31418,0,31418,1100,0,32518,12269
2023/04/10,7269,2491,8921,13162,31842,0,31842,2030,0,33872,13162
2023/04/11,6606,2244,8751,13393,30995,0,30995,2100,0,33095,13393
2023/04/12,6746,2821,8719,13238,31525,0,31525,2000,0,33525,13238
2023/04/13,7103,2135,9458,14013,32709,0,32709,2290,0,34999,14013
2023/04/14,6525,2613,9757,13167,32062,0,32062,550,0,32612,13167
2023/04/15,6651,3138,9816,11910,31516,0,31516,1160,0,32676,11910
2023/04/16,7415,1933,9805,13462,32615,0,32615,2620,0,35235,13462
2023/04/17,7500,2961,9892,14333,34686,0,34686,3600,0,38286,14333
2023/04/18,7691,2084,10067,15641,35484,0,35484,3000,0,38484,15641
2023/04/19,8144,3472,9906,12940,34462,0,34462,3130,0,37592,12940
2023/04/20,8016,3072,10106,12815,34009,0,34009,4285,0,38294,12815
2023/04/21,7470,2270,9532,13278,32550,0,32550,3200,0,35750,13278
2023/04/22,7170,2177,9396,12307,31050,0,31050,1200,0,32250,12307
2023/04/23,7250,1768,9465,14351,32834,0,32834,1600,0,34434,14351
2023/04/24,6905,2710,9670,11751,31036,0,31036,705,0,31741,11751
2023/04/25,7168,3271,9384,12226,32049,0,32049,1530,0,33579,12226
2023/04/26,7200,2718,9288,13769,32975,0,32975,1900,0,34875,13769
2023/04/27,6680,2067,9342,15584,33673,0,33673,2125,0,35798,15584
2023/04/28,6930,2131,9241,13838,32140,0,32140,2000,0,34140,13838
2023/04/29,7436,2474,10377,12854,33141,0,33141,575,0,33716,12854
2023/04/30,6736,2449,10663,12390,32237,0,32237,690,0,32927,12390
2023/05/1,6998,4289,11553,6909,29748,0,29748,745,0,30493,6909
2023/05/2,5979,1467,11946,10710,30102,0,30102,590,0,30692,10710
2023/05/3,5888,2767,11110,11826,31590,0,31590,880,0,32470,11826
2023/05/4,6864,3106,13810,9709,33489,0,33489,30,0,33519,9709
2023/05/5,7110,3891,11956,9867,32824,0,32824,825,0,33649,9867
2023/05/6,6808,3533,11325,11043,32709,0,32709,1165,0,33874,11043
2023/05/7,7393,2555,11574,12579,34100,0,34100,1285,0,35385,12579
2023/05/8,7341,2780,12416,12980,35517,0,35517,925,0,36442,12980
2023/05/9,7426,2614,11677,13665,35382,0,35382,1010,0,36392,13665
2023/05/10,8012,3260,11343,13891,36505,0,36505,1500,0,38005,13891
2023/05/11,7377,3226,10911,13358,34872,0,34872,2100,0,36972,13358
2023/05/12,7700,2493,10699,14588,35480,0,35480,2450,0,37930,14588
2023/05/13,6568,2449,11154,14395,34566,0,34566,2400,0,36966,14395
2023/05/14,7458,2212,12009,13590,35269,0,35269,2800,0,38069,13590
2023/05/15,7284,2595,12515,8127,30521,0,30521,3500,0,34021,8127
2023/05/16,7107,3473,12710,11307,34598,0,34598,575,0,35173,11307
2023/05/17,8421,3307,13869,8248,33844,0,33844,550,0,34394,8248
2023/05/18,8400,4217,14175,7614,34406,0,34406,670,0,35076,7614
2023/05/19,8618,4576,15887,6313,35395,0,35395,1000,0,36395,6313
2023/05/20,8293,3380,15045,6052,32770,0,32770,840,0,33610,6052
2023/05/21,9067,4580,15918,5835,35401,0,35401,400,0,35801,5835
2023/05/22,9349,4713,15594,7279,36934,0,36934,920,0,37854,7279
2023/05/23,8503,3164,14774,6637,33078,0,33078,550,0,33628,6637
2023/05/24,9005,4741,15572,4233,33551,0,33551,100,0,33651,4233
2023/05/25,9233,3512,15647,5187,33579,0,33579,175,0,33754,5187
2023/05/26,8969,4410,15722,3297,32398,0,32398,0,0,32398,3297
2023/05/27,8573,5307,16310,228,30418,506,29912,0,0,29912,-278
2023/05/28,9171,4529,16388,2454,32542,0,32542,700,0,33242,2454
2023/05/29,9406,4128,15786,5667,34986,0,34986,650,0,35636,5667
2023/05/30,9402,5832,16122,6207,37563,0,37563,780,0,38343,6207
2023/05/31,9835,6461,16016,6748,39061,0,39061,1050,0,40111,6748
2023/06/1,9594,6337,15668,7014,38613,0,38613,550,0,39163,7014
2023/06/2,10073,6661,15207,7118,39058,0,39058,560,0,39618,7118
2023/06/3,9351,6469,14588,6673,37081,0,37081,490,0,37571,6673
2023/06/4,9500,5681,14616,8201,37998,0,37998,1820,0,39818,8201
2023/06/5,9500,6532,15173,7560,38766,0,38766,1800,0,40566,7560
2023/06/6,9300,6635,15731,7272,38938,0,38938,1800,0,40738,7272
2023/06/7,9169,6119,15655,7885,38827,0,38827,3140,0,41967,7885
2023/06/8,8882,6633,15540,8616,39670,0,39670,2520,0,42190,8616
2023/06/9,9104,6684,16829,7667,40284,0,40284,1150,0,41434,7667
2023/06/10,9268,7428,17687,4643,39025,0,39025,950,0,39975,4643
2023/06/11,9610,9169,18652,3905,41337,1033,40303,400,0,40703,2872
2023/06/12,10169,9617,20117,1628,41532,2230,39302,300,0,39602,-601
2023/06/13,9576,11239,22448,1662,44926,5894,39032,600,0,39632,-4232
2023/06/14,9499,11606,23056,1557,45718,7854,37864,750,0,38614,-6297
2023/06/15,9007,10137,21694,1568,42406,6688,35718,1450,0,37168,-5120
2023/06/16,9844,8952,21188,2470,42454,3992,38462,1630,0,40092,-1522
2023/06/17,9874,10661,19440,2206,42181,5475,36706,2300,0,39006,-3269
2023/06/18,10256,10020,20272,2347,42895,3735,39160,1800,0,40960,-1388
2023/06/19,9368,11506,19968,2345,43187,5194,37993,1700,0,39693,-2849
2023/06/20,9802,12036,19614,1806,43257,5194,38063,1700,0,39763,-3388
2023/06/21,11038,12587,20916,1737,46278,6980,39298,800,0,40098,-5243
2023/06/22,9687,12830,20789,2054,45360,6431,38930,450,0,39380,-4377
2023/06/23,9102,12772,20718,1627,44218,6320,37898,180,0,38078,-4693
2023/06/24,8776,12818,21039,1365,43997,7007,36990,0,0,36990,-5642
2023/06/25,9321,12811,22750,1320,46202,6577,39625,400,0,40025,-5257
2023/06/26,9750,12806,23035,1031,46622,6166,40456,430,0,40886,-5135
2023/06/27,9420,12823,22261,1512,46017,5442,40575,550,0,41125,-3930
2023/06/28,9312,12745,22459,1426,45943,7066,38877,300,0,39177,-5640
2023/06/29,8979,12830,22419,1256,45484,7961,37523,70,0,37593,-6705
2023/06/30,8469,12706,22492,619,44287,7992,36295,120,0,36415,-7373
2023/07/1,7970,12809,23145,229,44153,8901,35252,0,0,35252,-8672
2023/07/2,8814,12801,23129,346,45091,8032,37059,150,0,37209,-7686
2023/07/3,9342,12804,23714,636,46496,8270,38226,500,0,38726,-7634
2023/07/4,8512,12791,24009,371,45683,8516,37167,200,0,37367,-8145
2023/07/5,8190,12207,25267,137,45801,8579,37222,350,0,37572,-8442
2023/07/6,9671,12749,23637,772,46829,7933,38896,100,0,38996,-7161
2023/07/7,9571,12828,24519,1010,47927,8540,39387,0,0,39387,-7530
2023/07/8,9119,12652,23951,565,46288,8819,37469,0,0,37469,-8254
2023/07/9,8746,12720,24003,1404,46872,7724,39148,100,0,39248,-6320
2023/07/10,8485,12803,23892,1323,46502,7651,38851,80,0,38931,-6328
2023/07/11,9946,12820,25510,712,48988,8098,40890,0,0,40890,-7386
2023/07/12,9315,12768,22977,743,45803,9027,36776,200,0,36976,-8284
2023/07/13,8459,12732,23926,375,45492,9027,36465,180,0,36645,-8652
2023/07/14,8909,12757,25267,549,47482,10280,37202,0,0,37202,-9731
2023/07/15,8595,12478,23361,240,44674,10199,34475,80,0,34555,-9959
2023/07/16,9780,12774,24788,343,47686,8940,38746,0,0,38746,-8597
2023/07/17,9484,12780,23719,72,46055,8824,37231,0,0,37231,-8752
2023/07/18,8178,12771,23764,542,45255,7629,37626,140,0,37766,-7087
2023/07/19,8270,12657,22880,1216,45023,7058,37965,450,0,38415,-5842
2023/07/20,9232,12784,23364,1002,46381,6516,39865,870,0,40735,-5514
2023/07/21,9496,12570,24168,841,47076,6672,40404,100,0,40504,-5831
2023/07/22,9361,12651,21865,998,44875,7543,37332,1500,0,38832,-6545
2023/07/23,8787,12768,22779,871,45205,7216,37989,800,0,38789,-6345
2023/07/24,9803,12761,24273,1155,47993,6429,41564,0,0,41564,-5274
2023/07/25,8464,12360,23393,631,44848,6541,38307,180,0,38487,-5910
2023/07/26,9487,12788,24375,185,46836,6832,40004,0,0,40004,-6647
2023/07/27,9473,12764,24844,189,47270,6355,40915,120,0,41035,-6166
2023/07/28,9682,12773,25569,168,48192,7543,40649,0,0,40649,-7375
2023/07/29,8599,12570,23064,40,44273,8074,36199,480,0,36679,-8034
2023/07/30,7816,12492,24015,531,44854,8068,36786,950,0,37736,-7537
